"uta","mouth  "
"uta","noun: mouth, lips, oral cavity, jaw, beak "
"Utun","Jordan "
"walo","adjective: white, whitish, light-coloured, pale "
"walo (e )","verb transitive: to whiten, to whitewash "
"walo","noun: white thing or part, whiteness, lightness "
"walo pimeja li ' pona, tawa mi.","Grey (dark white) is my favourite colour. "
"walo uta","teeth "
"walo","white, light "
"wan","1 "
"wan","adjective numeral: one, 1 "
"wan (e )","verb transitive: to unite, to make one "
"wan","noun: unit, element, particle, part, piece "
"wan sijelo","body part "
"Wanuwatu","Vanuatu "
"Wasikano","Vatican "
"waso","adjective: bird- "
"waso","chicken, poultry "
"waso li ken ala lukin la ona li ken kin jo e kili.","A blind chicken can find a corn too. "
"waso li tawa, lon kon.","Birds fly in air. "
"waso","noun: bird, bat; flying creature, winged animal "
"waso soweli li ' pimeja.","The bat is black. "
"waso wawa li tawa e ona, lon kon.","The eagle moves through the air. "
"wawa","adjective: energetic, strong, fierce, intense, sure, confident "
"wawa","adverb: strongly, powerfully "
"wawa (e )","verb transitive: to strengthen, to energize, to empower "
"wawa li lon insa.","Energy comes from inside. Youth is all in the heart. "
"wawa","noun: energy, strength, power "
"weka","adjective: absent, away, ignored "
"weka e ike jan","forgive somebody "
"weka (e )","verb transitive: to remove, to eliminate, to throw away, to get rid of "
"weka lili li ' pona, tawa lawa.","Temporary isolation is good for meditation. "
"weka","noun: absence "
"weka sina li ' ike, tawa mi.","Your absence is not good to me. "
"Wensa","Sweden, Swedish "
"wile","auxiliary verb: to want, need, wish, have to, must, will, should "
"wile e pona tawa jan","to wish somebody well "
"wile (e )","verb transitive: to want, need, wish, have to, must, will, should "
"wile ike","to have negative intentions, malevolent "
"wile lape","to be tired, sleepy, wanting to rest "
"wile lawa","to be dominant "
"wile moku e telo","thirsty "
"wile moku","hungry "
"wile moku","to be hungry "
"wile moli e jan","homicidal, wanting to murder "
"wile moli","suicidal "
"wile mute ike","to want too much, greedy "
"wile mute","to crave, really want "
"wile","noun: desire, need, will "
"wile pali e ijo","bored, wanting to do something "
"wile pana e pona (tawa jan)","helpful (to someone) "
"wile pi jan ike li pakala e ijo.","The desires of evil people mess things up. "
"wile pona","to have good intentions, mean well "
"wile sona li mute e sona.","Curiosity feeds wisdom. One learns by asking questions. "
"wile","to want, desire, would like, hope "
"wile unpa e meli e mije","to be sexually attracted to women and men "
"wile unpa e meli","to be sexually attracted to women "
"wile unpa e mije","to be sexually attracted to men "
"wile unpa","horny "
"wile unpa","horny, lustful "
